#{"t_start": 1589046328.0579042, "env_id": null}
r,l,t
-3,16,283.863312
-2,15,284.006157
-3,14,284.152542
-5,8,284.239908
-5,8,284.328895
-7,10,284.428529
-6,17,284.620531
-4,7,284.698051
-7,4,284.748617
-5,6,284.833539
-9,22,284.997295
-10,15,285.141276
-3,8,285.242801
-1,14,285.396498
-5,6,285.466778
-9,4,285.518654
-7,4,285.570286
-5,6,285.646611
-4,11,285.753102
-4,13,285.894331
-2,17,286.08252
-3,12,286.21479
-9,14,286.323896
-6,7,286.406755
-4,31,286.679829
-3,8,286.772544
-5,23,287.016428
-15,30,287.198764
-5,6,287.273954
-4,15,287.417397
-3,8,287.509784
-5,8,287.612521
-1,12,287.754922
-1,16,287.932374
-4,11,288.054085
-4,19,288.24738
-5,18,288.413254
-5,6,288.496935
-4,7,288.58317
-2,13,288.721205
-8,13,288.8459
-8,7,288.925606
-6,5,288.990232
-3,12,289.134323
-2,13,289.265788
-1,10,289.389066
-8,23,289.602087
-5,12,289.736041
-1,14,289.90638
-6,11,290.004972
-4,7,290.086872
-6,15,290.232674
-5,16,290.375862
-3,12,290.495762
-5,14,290.621548
-4,15,290.776023
-5,18,290.937845
-6,7,291.016284
-4,13,291.143869
-6,7,291.220892
-3,14,291.382238
-3,12,291.50806
-5,8,291.588151
-7,24,291.774239
-8,7,291.849949
-3,14,292.009665
-13,30,292.27094
-9,2,292.30162
-7,4,292.367406
-9,18,292.523639
-6,5,292.583692
-9,6,292.66107
-5,6,292.731841
-6,5,292.789234
0,11,292.925513
-8,13,293.051299
-7,22,293.245063
-7,4,293.295879
-7,12,293.415411
-2,11,293.54017
-5,6,293.608717
-4,7,293.702043
-7,4,293.756296
-3,10,293.862245
-5,14,293.992221
-1,12,294.122785
-8,15,294.254763
-6,13,294.387884
-3,10,294.492639
-3,18,294.671289
-5,10,294.773295
-3,12,294.912519
-3,8,295.005801
-8,3,295.044435
-3,16,295.19207
-6,5,295.254747
-5,18,295.411069
-7,10,295.498572
-8,3,295.538816
-7,20,295.694335
-3,8,295.793255
-5,10,295.894152
-6,11,295.994902
-3,24,296.208391
-5,6,296.280728
-4,15,296.423413
-6,17,296.589093
-7,8,296.661738
-3,14,296.793033
-5,12,296.903419
-3,14,297.040513
-4,7,297.126476
-5,22,297.331834
-9,14,297.468753
-3,20,297.652604
-7,4,297.701212
-4,7,297.785678
-6,5,297.843734
-3,18,298.01496
-5,8,298.097391
-6,21,298.274127
-8,15,298.399538
-5,8,298.487903
-2,9,298.597235
-8,7,298.659173
-7,4,298.718296
-2,9,298.82961
1,20,299.057467
-7,10,299.154076
-5,12,299.277166
-2,11,299.398564
-6,7,299.475742
-3,12,299.615326
-3,12,299.748803
-4,13,299.87281
-5,14,300.007568
-7,24,300.195793
-3,10,300.302464
-1,12,300.461692
-4,13,300.584035
-6,5,300.64133
-5,12,300.754072
-3,10,300.87502
-4,17,301.112805
-5,6,301.24172
-3,16,301.468884
-6,7,301.577274
-8,23,301.808117
-6,13,301.956155
-2,13,302.14014
-1,10,302.282507
-2,15,302.44651
-5,6,302.51941
-6,5,302.588038
-1,22,302.806536
-3,10,302.923334
-6,15,303.065847
-6,7,303.140484
-3,14,303.289876
-2,13,303.432575
-12,31,303.709664
-7,8,303.79896
-9,2,303.831175
-8,13,303.965839
-6,13,304.085109
-6,7,304.163767
-7,24,304.360467
-9,24,304.526888
-6,19,304.683441
-5,14,304.804352
-7,16,304.950039
-4,11,305.071564
-2,13,305.208852
-3,16,305.351262
-2,11,305.471079
-6,9,305.552234
-5,10,305.656382
-8,7,305.727508
-2,11,305.855419
-5,8,305.93722
-4,13,306.087238
-3,8,306.183887
-6,13,306.296575
-6,7,306.386478
-6,9,306.471248
-6,15,306.600653
-4,17,306.763323
-5,10,306.864509
-4,7,306.950218
-8,11,307.046449
-6,21,307.229998
-6,7,307.29954
-7,14,307.434217
-5,22,307.635197
-9,2,307.66567
-4,13,307.792127
-6,5,307.857078
-6,5,307.919256
-13,22,308.114678
-5,10,308.214483
-8,7,308.287525
-2,19,308.479749
-9,2,308.508452
-8,3,308.548341
-2,13,308.746327
0,15,308.929322
-4,9,309.025336
-5,8,309.118012
-4,7,309.203942
-3,14,309.341421
-5,6,309.411164
-4,13,309.537773
-5,14,309.673566
-3,10,309.785261
-9,16,309.901504
-4,15,310.040453
-3,8,310.160576
-5,10,310.2604
-4,13,310.384172
-2,11,310.511297
-6,9,310.608122
-6,19,310.75934
-6,23,310.963517
-3,14,311.104513
0,13,311.260076
-3,12,311.388208
-4,7,311.473876
-2,11,311.60664
-5,6,311.681982
-3,24,311.897118
-8,25,312.099068
-6,13,312.210294
-3,16,312.364148
-4,13,312.499924
-3,16,312.663806
-4,17,312.833054
-4,15,312.978459
-10,29,313.190718
-8,3,313.232684
-2,11,313.351198
0,11,313.491548
-7,6,313.551076
-7,8,313.623633
-4,13,313.744147
-4,15,313.879885
-3,12,314.011852
-3,8,314.116372
-6,9,314.207073
-6,5,314.272257
-5,8,314.374651
-4,21,314.575237
-1,10,314.697296
-3,10,314.8048
-11,30,315.048634
-3,10,315.151966
-10,13,315.260107
-4,11,315.386388
-7,6,315.444132
-3,14,315.578017
-2,19,315.777974
-6,11,315.878329
-5,10,316.036865
-5,16,316.183759
-7,10,316.295486
-12,25,316.468883
-8,19,316.603228
-7,14,316.713921
-3,14,316.848756
-9,22,317.014844
1,16,317.197768
-3,20,317.374243
-5,8,317.465497
-10,19,317.619443
-4,13,317.752365
-2,13,317.888694
-4,13,318.019329
-3,16,318.192093
-5,20,318.373374
-2,15,318.518502
-7,6,318.575635
-4,7,318.657142
-6,9,318.741924
-1,16,318.907839
-7,12,319.028937
-7,18,319.176835
-3,14,319.319214
-8,3,319.362227
-5,14,319.489666
-4,11,319.59533
-2,13,319.73118
-3,8,319.823204
-6,5,319.883138
-3,16,320.047597
0,13,320.194636
-4,11,320.303807
-5,14,320.430726
-6,11,320.543824
-3,16,320.689506
-7,8,320.77364
-4,11,320.881325
-8,3,320.921444
-9,18,321.065798
-4,11,321.183446
-2,13,321.319909
-4,7,321.414577
-7,22,321.598639
-5,8,321.680953
-3,12,321.803438
-3,16,321.952951
-3,16,322.107205
-3,16,322.274638
-6,5,322.333925
-7,18,322.490097
-2,13,322.637669
-6,5,322.698963
-6,21,322.879089
-6,9,322.964142
-6,17,323.10741
-9,32,323.378258
-7,6,323.455905
-7,24,323.651943
-2,19,323.840068
-18,37,324.074149
-8,7,324.137924
-3,20,324.332326
-6,7,324.406491
-4,9,324.502624
-6,11,324.633488
-6,5,324.693576
-5,10,324.79692
-6,9,324.895879
-7,24,325.145913
-6,19,325.30948
-3,10,325.42234
-6,9,325.519261
-7,10,325.635369
-3,14,325.779837
-5,8,325.868335
-2,11,326.012895
-6,7,326.086767
-6,7,326.175769
-8,19,326.358463
-2,15,326.507839
-3,12,326.652687
-5,14,326.78645
-5,6,326.861596
-7,8,327.048909
-6,13,327.337819
-3,8,327.606609
-3,12,327.836814
-2,11,328.025923
-6,15,328.198994
-3,10,328.365425
-3,12,328.523128
-4,7,328.625007
1,12,328.792982
-2,19,328.970971
-4,13,329.110769
-3,16,329.275244
-1,12,329.421517
-5,14,329.578778
-6,19,329.743403
-8,5,329.815417
-3,18,330.009695
-4,9,330.107384
-7,4,330.156229
-5,8,330.245006
-8,17,330.37701
-6,15,330.524995
-6,9,330.607888
-6,11,330.726084
-4,13,330.863729
-9,12,330.964917
-3,8,331.06433
-7,4,331.114106
-6,5,331.176376
-5,10,331.274152
-5,10,331.389103
-5,18,331.542907
-6,15,331.674179
-3,18,331.845641
-7,22,332.033228
-4,9,332.13044
-3,18,332.305139
-11,24,332.479851
-7,10,332.596235
-6,5,332.662529
-4,11,332.770991
1,14,332.940449
-6,13,333.061602
-7,4,333.110054
-9,18,333.276212
-3,14,333.415107
-3,12,333.535914
-4,11,333.645264
-6,7,333.720217
-6,7,333.791039
-5,10,333.895057
-4,19,334.099072
-2,11,334.217792
-4,9,334.310718
-2,15,334.468733
-4,15,334.609418
-1,10,334.727636
-6,7,334.798709
-5,12,334.907802
-2,9,335.009887
-7,16,335.144746
-8,7,335.223277
-1,16,335.38477
-1,12,335.531766
-4,17,335.703315
-5,6,335.774828
-8,23,335.96185
-4,13,336.124221
-2,15,336.27804
-2,15,336.425969
-5,16,336.593632
-7,6,336.655558
-5,16,336.814897
-7,24,337.028811
-9,10,337.117295
-7,8,337.187954
-4,7,337.271167
-5,12,337.377095
-5,10,337.481595
-3,10,337.594576
0,19,337.790747
-3,8,337.884585
-3,10,337.987601
-6,7,338.060046
-3,10,338.170622
1,12,338.329442
-2,9,338.450241
-5,6,338.521737
-3,8,338.618121
1,14,338.787788
1,14,338.955635
-3,12,339.120394
-5,10,339.224066
-2,17,339.392297
-6,5,339.45479
-5,6,339.526711
-3,10,339.630802
-5,8,339.720058
-1,12,339.857462
-5,12,339.969212
-1,12,340.100946
-6,17,340.287035
-5,12,340.399366
-6,11,340.496904
-1,12,340.63843
-1,12,340.766748
-5,10,340.859468
-3,10,340.962823
-6,13,341.09021
-5,10,341.191113
-4,21,341.371495
-4,11,341.484643
-3,10,341.589206
-4,19,341.755596
-3,12,341.87815
-3,18,342.039293
-5,6,342.115296
-4,13,342.255117
-4,9,342.348151
-11,26,342.56411
0,11,342.698481
-3,8,342.800039
-6,19,342.955991
2,13,343.115428
-6,13,343.228471
-2,15,343.374102
-10,29,343.631781
-7,6,343.69124
2,13,343.84997
-5,6,343.921837
-8,23,344.135039
-8,17,344.271944
-4,11,344.392451
-2,9,344.494657
-5,8,344.581968
-3,8,344.685362
1,16,344.865541
-6,19,345.019764
-2,17,345.189018
-5,14,345.345026
-7,8,345.424483
-4,11,345.545519
-2,11,345.684165
-3,12,345.805196
-6,15,345.948341
-1,22,346.16526
-4,25,346.402632
-4,15,346.547432
-4,11,346.658923
-11,18,346.815619
-7,6,346.875093
-3,10,346.982058
-7,4,347.030435
-5,6,347.105529
-3,12,347.233467
-5,8,347.324219
-1,10,347.445929
-4,13,347.570387
-8,7,347.644308
-1,10,347.761295
-4,17,347.928567
-5,8,348.012176
-8,13,348.120779
-6,29,348.372447
-4,9,348.465028
-3,14,348.610217
-7,8,348.683041
-9,2,348.714548
-4,7,348.796929
-5,10,348.894157
-2,19,349.090491
-2,9,349.213715
-6,11,349.316032
-3,18,349.47835
-7,14,349.597538
-6,5,349.659406
-9,18,349.808893
-3,14,349.949878
-4,13,350.073962
-3,16,350.224931
-3,12,350.346499
-5,10,350.442681
-6,15,350.568132
-3,22,350.762469
-3,10,350.868643
-2,21,351.07029
-2,15,351.218224
-1,12,351.354211
-5,8,351.433401
-3,14,351.568648
0,11,351.697258
-4,17,351.865476
-9,34,352.136743
1,16,352.327898
-4,13,352.459464
0,13,352.621034
-5,10,352.722678
-5,6,352.799643
-2,13,352.940769
-4,15,353.103484
-1,20,353.306835
-4,11,353.414329
-3,18,353.584647
-6,25,353.802553
-8,27,354.056755
-5,8,354.141792
-6,17,354.285927
-3,10,354.396001
-6,7,354.470097
-5,12,354.579892
-2,15,354.729255
-3,12,354.850411
-2,9,354.959116
-5,16,355.095401
-4,19,355.266332
-1,12,355.396961
-5,16,355.542544
-4,7,355.63348
1,12,355.805968
-4,15,355.955813
-2,13,356.091713
-3,16,356.246591
-2,9,356.358002
-4,17,356.523981
-5,10,356.635135
-3,10,356.745418
0,15,356.907574
-3,14,357.06368
-2,15,357.223863
-3,16,357.383372
-4,7,357.468502
-3,20,357.678095
-7,16,357.800072
-4,9,357.9003
-5,14,358.025071
-3,10,358.128599
-1,12,358.268004
-3,10,358.373316
-2,17,358.554958
-1,10,358.676636
-4,21,358.884064
-4,17,359.038693
-3,14,359.172486
2,19,359.387931
-7,20,359.543699
-7,20,359.726039
-4,19,359.908262
-5,18,360.059243
-1,14,360.209005
-12,23,360.347113
-3,8,360.453467
-1,16,360.651408
-6,5,360.709287
-4,25,360.953274
-2,13,361.092778
-8,11,361.189193
-7,6,361.249662
-6,5,361.308014
-2,11,361.427945
-3,8,361.526617
-6,5,361.588344
-14,27,361.761437
-1,10,361.88857
-2,13,362.031139
-6,11,362.131651
-5,14,362.263124
1,12,362.415479
-1,14,362.560935
-2,15,362.717426
-3,8,362.811488
-3,12,362.936449
-8,3,362.977708
-4,11,363.093927
-2,9,363.204052
-2,9,363.328159
-2,13,363.468125
-4,17,363.621948
-6,19,363.789033
-9,20,363.932393
-10,23,364.124532
-4,17,364.307469
-3,12,364.443002
-2,11,364.57472
-6,15,364.734341
-3,8,364.856118
-5,16,365.204173
-11,20,365.351764
-6,13,365.483322
-8,11,365.62436
1,12,365.938006
-2,13,366.123813
-2,13,366.283652
-6,13,366.435253
-4,9,366.532515
-8,21,366.736872
-3,12,366.855461
-3,14,367.000942
-5,26,367.245011
0,11,367.379838
-1,12,367.519819
-2,11,367.665297
-5,16,367.812625
-4,15,367.967983
-1,10,368.098296
-4,21,368.303427
-5,18,368.462949
-4,7,368.544527
-4,9,368.638831
-3,12,368.770745
-2,15,368.931503
-7,12,369.056185
-4,21,369.24598
-1,20,369.439898
-4,15,369.593546
-4,11,369.700125
-2,13,369.835346
-3,8,369.929396
-6,5,369.992398
-4,15,370.129668
-1,10,370.247969
-3,16,370.397401
-5,18,370.573671
0,15,370.735324
-3,12,370.857076
-5,20,371.025104
-7,24,371.233322
-2,13,371.372941
-7,18,371.512434
-1,12,371.646645
-12,29,371.857672
-6,5,371.920084
-5,14,372.063281
-4,7,372.143103
-3,18,372.322428
-4,9,372.4167
-4,13,372.577777
-3,8,372.679841
1,14,372.862448
-1,12,372.991141
-5,14,373.123097
-6,9,373.210089
-5,8,373.300884
-4,19,373.505319
-5,22,373.722443
-7,18,373.876761
-5,22,374.144866
-3,10,374.269636
-3,14,374.41186
-2,9,374.514586
-3,10,374.624996
-4,19,374.810555
-6,21,375.001764
-1,12,375.152232
-2,15,375.307847
-3,10,375.435752
-1,10,375.595336
-4,7,375.681568
-2,11,375.812505
-5,8,375.899922
-4,13,376.021
-2,9,376.148228
-4,9,376.252025
1,12,376.401435
-3,8,376.501308
-3,10,376.60976
0,13,376.759474
-5,16,376.909
-3,12,377.04807
-14,27,377.215844
-5,14,377.345927
-5,14,377.487299
-2,13,377.619627
-4,7,377.7087
-2,11,377.82304
-3,12,377.956015
-7,12,378.059758
-4,19,378.259503
-3,8,378.358963
-1,16,378.533617
-5,18,378.70599
-3,8,378.79922
-4,11,378.912524
-6,17,379.050191
-7,8,379.123548
-9,6,379.174074
-6,11,379.273666
-3,14,379.41817
-8,13,379.522532
-3,22,379.749684
-7,28,379.979135
-5,16,380.120594
-7,18,380.301819
-3,16,380.449145
-1,20,380.658283
-4,11,380.786838
-5,22,380.970879
-1,16,381.132936
-5,12,381.242737
-4,13,381.369185
-4,11,381.480432
0,17,381.657248
-4,9,381.755719
-5,12,381.868344
-3,8,381.962828
-6,5,382.022902
-2,17,382.196953
-3,8,382.298681
-10,27,382.50932
-5,10,382.607709
-1,14,382.759874
-2,11,382.882657
-1,12,383.011522
-8,19,383.152315
-3,18,383.314221
-6,21,383.516642
-3,12,383.633268
-2,15,383.780707
-6,5,383.839165
-4,17,383.98661
-2,19,384.170328
-6,19,384.3253
3,16,384.517002
-2,15,384.666717
-4,13,384.789119
-5,8,384.872298
-7,16,385.01158
-4,7,385.094319
-5,8,385.173394
-3,16,385.323491
-3,8,385.421397
1,14,385.584209
-2,21,385.781943
-4,7,385.867379
-5,20,386.08651
-3,14,386.241347
-7,12,386.384325
-3,22,386.6081
-4,15,386.751236
-5,10,386.885432
-3,16,387.075865
-2,11,387.222906
-6,5,387.2947
-4,7,387.387532
-2,9,387.504962
-4,17,387.679951
-2,19,387.871327
-3,20,388.047481
-1,14,388.204088
-4,11,388.30983
-2,11,388.452773
2,17,388.689481
-3,18,388.8746
-6,5,388.933412
-6,7,389.006564
-3,14,389.159014
-1,18,389.335859
-7,8,389.406521
1,12,389.563656
-1,22,389.837314
0,15,390.00285
-4,19,390.179066
0,11,390.334627
-6,19,390.531195
-3,16,390.720347
-5,8,390.811706
-5,20,391.017548
-6,7,391.100243
0,15,391.291867
-3,18,391.453244
-4,17,391.615452
-3,18,391.775969
-2,15,391.928343
-9,20,392.081109
-2,11,392.20227
-1,14,392.36441
-3,8,392.454835
-4,17,392.631985
-2,11,392.754205
-4,13,392.871089
0,11,393.010994
-5,22,393.186834
-2,11,393.315637
1,12,393.458601
-1,16,393.624382
-1,12,393.760026
-4,17,393.913798
-3,16,394.06332
-10,31,394.277821
-1,10,394.394851
-3,8,394.493284
-3,8,394.584968
-2,15,394.743946
-2,15,394.903039
-5,12,395.019071
0,13,395.160932
-5,8,395.25163
-6,5,395.309133
-5,12,395.414314
-5,8,395.497708
-4,13,395.624851
-5,12,395.737605
-2,11,395.859845
0,15,396.035009
-4,17,396.20514
-4,11,396.315712
-5,29,396.569459
-1,14,396.729083
-1,16,396.893167
1,20,397.114093
-9,20,397.293476
-1,10,397.413183
-1,18,397.592374
-1,16,397.780905
-6,21,397.962163
-2,11,398.099824
-2,19,398.278243
-5,12,398.387005
2,15,398.597662
-5,6,398.673856
1,18,398.875615
-4,13,399.02652
0,11,399.166371
-1,16,399.33022
-1,16,399.487218
0,15,399.655967
-5,6,399.724713
-2,9,399.835895
-3,20,400.045411
1,18,400.25494
-4,7,400.343033
-6,11,400.44295
0,17,400.616316
-5,12,400.729627
-1,10,400.85286
-2,13,400.982077
-2,15,401.142361
-1,12,401.285083
-4,17,401.437936
-6,7,401.507884
-2,17,401.681344
-6,13,401.794475
-2,15,401.95643
-3,12,402.093863
-3,8,402.19687
-7,22,402.368285
-8,27,402.58285
-5,16,402.75718
-7,18,402.921303
-7,8,402.997786
-2,17,403.15954
-5,8,403.244625
-3,8,403.342735
0,13,403.49212
-5,20,403.662724
-2,13,403.806426
-1,12,403.943079
0,17,404.134049
-5,8,404.217964
-2,11,404.344589
-4,11,404.467342
-4,9,404.558345
-5,8,404.642666
-3,10,404.753177
-5,14,404.883077
-4,7,404.964863
-3,14,405.102018
-4,13,405.244753
0,15,405.41354
0,13,405.565135
-3,12,405.688079
-3,12,405.81568
-4,21,405.996037
-5,14,406.115669
-15,32,406.323527
-6,15,406.460421
0,11,406.595433
-1,18,406.799411
-6,19,406.995621
-1,12,407.126127
-6,17,407.29731
-7,22,407.469791
0,13,407.620833
-2,15,407.771057
1,12,407.914224
-3,14,408.062335
-2,9,408.176188
-8,5,408.229451
-10,23,408.399356
-1,12,408.532469
0,11,408.665275
-5,12,408.782217
-1,12,408.931822
-5,14,409.065368
-1,16,409.226682
-3,12,409.369434
-4,23,409.600819
-1,16,409.766992
-3,18,409.96584
0,15,410.126556
-4,13,410.263263
-1,16,410.427347
-2,11,410.549738
-5,6,410.619983
-2,11,410.739783
-5,6,410.809555
-1,14,410.959895
-4,17,411.118769
-3,10,411.227528
-5,12,411.359942
-5,6,411.433593
-4,9,411.529582
-5,14,411.662002
-2,11,411.792064
-5,14,411.932986
-3,16,412.081649
-5,16,412.22017
-1,18,412.413662
-1,20,412.611578
-1,12,412.748104
3,16,412.938924
-3,20,413.122099
-3,10,413.231142
-7,6,413.291762
-4,7,413.374934
-4,11,413.500128
-3,14,413.640674
-4,17,413.824594
-1,16,413.993951
-4,13,414.127201
-5,24,414.376259
-3,18,414.580095
-3,12,414.69736
-5,16,414.853995
-4,13,414.987065
-3,18,415.164761
-4,17,415.319281
-2,9,415.424521
0,17,415.622864
-4,11,415.771571
-2,13,415.921496
-2,15,416.090212
-8,13,416.194692
1,14,416.353046
-3,16,416.518074
1,20,416.736375
2,15,416.929438
-2,9,417.038098
-1,16,417.200454
0,13,417.345604
0,13,417.501083
0,13,417.654043
-2,21,417.871144
-3,10,417.994656
-6,17,418.134203
-5,8,418.216365
-4,11,418.319619
-4,17,418.466348
-4,11,418.574633
-5,6,418.651666
-1,16,418.827831
-7,18,418.980352
-1,12,419.114056
0,11,419.251379
-2,17,419.430067
-6,27,419.651767
-3,20,419.854208
3,14,420.025822
-2,13,420.166933
-3,14,420.309154
-5,10,420.408077
-5,18,420.556794
-1,14,420.70787
-2,13,420.854728
0,15,421.020955
-1,10,421.141758
-2,11,421.262134
0,11,421.39708
-6,19,421.551459
1,18,421.765455
-2,17,421.931863
-5,6,422.001714
-2,17,422.177099
-2,11,422.297785
2,13,422.458574
-2,11,422.579733
-6,21,422.762715
-6,15,422.886619
1,18,423.078324
-2,15,423.229091
-4,11,423.341191
-4,21,423.543835
-5,18,423.698738
-5,20,423.877585
-1,18,424.058534
0,17,424.233601
-2,19,424.424109
-5,8,424.511871
-3,14,424.644732
-6,9,424.741548
-8,25,424.940971
-4,7,425.02152
-1,10,425.140544
-3,12,425.255585
-2,11,425.378001
-8,17,425.51827
-3,14,425.673043
-3,10,425.793389
1,14,425.976858
-2,17,426.152552
-1,20,426.353871
1,12,426.502947
-2,19,426.688066
-2,15,426.848085
0,11,426.983218
-2,9,427.087169
-4,19,427.270236
-3,14,427.431864
-1,23,427.661008
-7,14,427.784605
-3,8,427.891052
-6,5,427.953886
-3,10,428.071867
2,13,428.230569
-4,7,428.314477
1,16,428.492025
-4,9,428.591354
0,17,428.773211
-2,11,428.899125
-6,19,429.066961
-3,10,429.185788
0,19,429.385367
-2,15,429.539521
-3,8,429.633209
1,16,429.818146
-2,17,429.98446
-3,10,430.097478
-3,16,430.275797
0,17,430.470484
-3,10,430.573456
-5,22,430.770783
-3,12,430.887754
0,21,431.102862
2,17,431.305281
-1,16,431.463126
-5,6,431.533594
-3,10,431.634989
0,13,431.782424
0,15,431.954855
-3,16,432.10514
-3,14,432.238563
-3,8,432.33353
-3,20,432.545355
0,15,432.707577
-5,16,432.845758
-5,6,432.916307
-2,15,433.063095
0,17,433.255012
-2,11,433.373644
-6,11,433.484178
-5,14,433.616358
-2,11,433.742107
-6,9,433.82724
-1,16,433.997762
-5,18,434.159919
-5,16,434.301641
-3,10,434.410969
-2,15,434.587216
0,15,434.76034
0,11,434.895472
0,11,435.023639
-5,14,435.176541
0,15,435.345158
-7,14,435.460914
-5,16,435.605439
-3,14,435.775159
1,18,435.983732
-2,9,436.096482
-12,21,436.224926
-1,12,436.365901
-2,11,436.490433
-4,17,436.657464
-3,12,436.776266
-3,18,436.954235
-2,9,437.068145
-1,12,437.201183
-2,21,437.4054
-2,11,437.533833
-2,9,437.650822
-1,16,437.829109
-1,14,437.98383
-2,13,438.116591
-4,17,438.274035
0,17,438.456741
-3,12,438.574381
-8,25,438.796495
-2,13,438.93698
-2,17,439.106786
-5,16,439.254629
-4,17,439.442286
-1,14,439.590169
-3,18,439.760043
0,11,439.891928
-2,21,440.099488
-6,19,440.274776
-1,18,440.451519
-9,22,440.648711
-9,26,440.835839
-3,16,441.002902
1,14,441.165163
-2,9,441.275982
-2,15,441.445865
-2,17,441.63768
-4,19,441.810991
-2,9,441.924685
-6,5,441.982127
-6,9,442.062681
0,15,442.222872
-1,12,442.364238
0,15,442.523582
-1,22,442.733188
0,15,442.901277
0,11,443.036502
-1,14,443.196968
-2,19,443.38619
-2,21,443.587241
0,13,443.738251
-2,19,443.921698
0,11,444.058961
-2,17,444.26766
-1,16,444.434564
-5,10,444.536562
-3,16,444.685845
-3,12,444.811593
-6,17,444.949859
-7,6,445.013847
-4,17,445.178053
0,21,445.394313
-1,12,445.539277
-2,17,445.722398
-5,16,445.875926
-2,9,445.98838
-1,12,446.126839
0,15,446.291296
-3,10,446.399251
-3,16,446.544703
0,11,446.67655
-5,6,446.753244
-7,22,446.927235
-2,23,447.144109
1,20,447.363433
-3,12,447.489904
-2,11,447.606866
-4,17,447.759638
-1,14,447.911337
-1,18,448.084232
-1,14,448.244701
-2,9,448.3546
-3,16,448.518875
-1,14,448.681041
0,11,448.817825
0,15,448.986532
-4,13,449.108853
-2,13,449.25232
-2,13,449.384929
-4,9,449.473978
-5,22,449.660026
-5,10,449.758719
2,13,449.929767
0,17,450.112022
-2,11,450.248272
-2,13,450.393183
1,20,450.601047
-2,9,450.703654
-4,9,450.801148
-1,20,451.005241
0,15,451.174402
-6,23,451.375962
-2,23,451.615409
1,12,451.762875
-4,11,451.87455
-4,9,451.993799
-4,15,452.158086
-2,9,452.275474
0,21,452.489822
-8,15,452.604709
-2,17,452.79847
0,13,452.958788
-3,8,453.050767
-5,22,453.248471
0,13,453.398949
0,13,453.54264
0,11,453.674058
0,11,453.815277
-2,13,453.943428
-6,5,454.003449
-2,19,454.186632
0,13,454.335424
-6,21,454.517443
0,15,454.689385
-7,24,454.894235
-1,10,455.0163
-1,12,455.147556
-8,19,455.285977
-4,15,455.420254
-2,11,455.549607
0,13,455.699139
-5,10,455.792707
3,14,455.968172
-1,18,456.167681
-1,18,456.346366
-6,25,456.549038
-1,18,456.725568
-2,19,456.905004
-4,19,457.077812
-2,15,457.233344
-2,15,457.395411
-1,12,457.530462
3,16,457.735449
-8,25,457.939073
-5,8,458.021935
-4,13,458.148262
-4,13,458.271853
-2,9,458.382709
-2,19,458.570196
-1,24,458.806512
-1,12,458.940587
0,13,459.105173
0,15,459.292443
-3,14,459.431072
-2,11,459.5574
1,12,459.71175
1,16,459.88449
-2,13,460.021353
0,13,460.176628
-6,7,460.249265
-2,9,460.353308
-5,6,460.429705
0,11,460.560158
-4,23,460.780133
-5,12,460.891484
1,16,461.075478
1,16,461.25867
-4,17,461.406377
0,15,461.570513
-1,16,461.732932
0,17,461.913141
-3,18,462.07811
-8,21,462.233616
-1,10,462.360664
-4,7,462.447136
-2,15,462.626714
-3,16,462.807079
-1,12,462.946265
2,19,463.170274
0,11,463.299962
-4,7,463.38436
-7,28,463.640586
-1,10,463.75785
-3,8,463.851485
-1,12,463.993555
-2,17,464.164309
-1,10,464.282603
-2,15,464.434865
-1,18,464.609112
-2,9,464.719468
-2,15,464.881693
-3,14,465.018574
2,17,465.222017
-2,13,465.358128
1,12,465.502108
-3,12,465.620742
-2,15,465.790829
-4,21,466.009411
-1,16,466.179226
-3,14,466.320517
0,15,466.493288
-1,16,466.663563
-3,20,466.854526
-3,24,467.09468
-1,12,467.234076
-4,11,467.369487
4,17,467.594521
-2,13,467.73289
-2,13,467.888131
-4,11,468.024998
-2,19,468.262023
-3,12,468.389268
-6,5,468.454658
-2,11,468.576918
-3,12,468.699843
-6,21,468.865466
-1,14,469.02488
-5,16,469.175256
-6,23,469.364065
-2,21,469.587707
0,19,469.785865
-7,4,469.834316
1,18,470.041943
-3,16,470.203483
-5,20,470.374808
-2,11,470.504201
-1,12,470.643808
-4,23,470.83867
-1,10,470.957154
-5,10,471.053692
-1,12,471.182636
-1,16,471.347294
-5,26,471.568188
2,17,471.759891
-4,17,471.932604
-2,13,472.071347
0,21,472.278688
-6,27,472.523627
-2,19,472.712251
0,21,472.932099
-1,10,473.061156
-2,17,473.241687
-3,14,473.387999
-4,17,473.553589
-3,10,473.660572
-1,20,473.870229
-3,20,474.086621
-3,16,474.243321
-1,20,474.477538
-1,16,474.641593
-4,13,474.764658
0,15,474.925303
-4,21,475.109821
0,15,475.266895
-4,13,475.405718
-5,12,475.516227
-4,7,475.607121
-3,14,475.742787
-4,9,475.845752
-1,10,475.971041
-1,14,476.119569
-4,19,476.278408
-4,13,476.419524
0,15,476.5882
0,15,476.753335
-2,21,476.981574
-6,21,477.164831
-4,9,477.259438
1,18,477.469537
-4,23,477.664034
-2,9,477.778611
-2,9,477.879452
-4,9,477.970855
-3,22,478.175131
1,16,478.352134
-1,16,478.526788
-2,13,478.667226
-1,18,478.88355
2,13,479.056148
0,15,479.220864
-3,16,479.37127
-6,15,479.495702
-1,10,479.612323
0,13,479.765017
-1,18,479.954327
1,12,480.097609
-5,12,480.22441
-1,14,480.371435
0,15,480.541929
0,13,480.692862
