#{"t_start": 1589046328.0579042, "env_id": null}
r,l,t
-7,4,140.799444
-9,2,140.831569
-6,9,140.933854
-8,3,140.979713
-6,15,141.150496
-4,13,141.296011
-6,7,141.379317
-4,7,141.471757
-2,11,141.613579
-4,7,141.714139
-7,8,141.809954
-10,25,142.04825
-7,8,142.146483
-6,9,142.238224
-7,6,142.32002
-8,5,142.382937
-8,17,142.537933
-9,6,142.63237
-11,22,142.814861
-7,10,142.921442
-9,2,142.957585
-9,2,142.995366
-7,6,143.108217
-3,14,143.300047
-6,9,143.416266
-5,10,143.560102
-4,11,143.692717
-6,7,143.770503
-10,23,143.961864
-8,5,144.014258
-7,16,144.159298
-7,14,144.313368
-8,13,144.445129
-12,15,144.561072
-5,10,144.699042
-5,12,144.83827
-3,10,144.947508
-8,9,145.02209
-7,14,145.141712
-5,8,145.227933
-8,13,145.334997
-7,12,145.433157
-7,14,145.544772
-7,4,145.593526
-7,10,145.716365
-6,5,145.774049
-9,6,145.836313
-5,6,145.907649
-7,12,146.008063
-7,6,146.082156
-5,8,146.164041
-2,9,146.273515
-9,2,146.302436
-8,5,146.352695
-5,10,146.461346
-8,9,146.549793
-7,4,146.603876
-9,2,146.641027
-5,8,146.744037
-5,10,146.848828
-9,4,146.89313
-6,7,146.985181
-10,3,147.026985
-8,5,147.077297
-6,11,147.175361
-4,7,147.256631
-8,11,147.377819
-7,10,147.49038
-1,10,147.617008
-5,10,147.726515
-6,7,147.811726
-7,4,147.865985
-6,7,147.957278
-6,7,148.047775
-6,9,148.13815
-10,3,148.170439
-6,5,148.235399
-6,7,148.32149
-6,7,148.40354
-1,10,148.532607
-6,5,148.597054
-7,12,148.726528
-7,16,148.887428
-5,8,149.004184
-8,3,149.052329
-5,6,149.137215
-4,9,149.248998
-8,3,149.295482
-4,17,149.465021
-9,2,149.496182
-8,3,149.538383
-3,10,149.649954
-3,8,149.744122
-10,13,149.854388
-9,22,150.063829
-9,6,150.116216
-5,8,150.196809
-6,5,150.259361
-5,6,150.333541
-6,5,150.397223
-7,6,150.466152
-4,11,150.580789
-5,8,150.672222
-5,12,150.811174
-7,10,150.908137
-9,2,150.942397
-7,4,150.9995
-8,9,151.096092
-6,9,151.194054
-6,5,151.260136
-6,5,151.321276
-9,16,151.453553
-7,4,151.509272
-6,5,151.575198
-7,12,151.677847
-3,8,151.777055
-6,5,151.841022
-5,12,151.96974
-7,6,152.02936
-7,10,152.129296
-8,7,152.216786
-6,7,152.289585
-10,13,152.408984
-6,9,152.508843
-14,23,152.691722
-6,5,152.750744
-7,12,152.874402
-5,8,152.96276
-6,7,153.037137
-8,3,153.076213
-5,8,153.157794
-3,10,153.278974
-5,8,153.361835
-8,5,153.412652
-9,2,153.444183
-14,21,153.59726
-5,6,153.669999
-4,9,153.76407
-6,15,153.888296
-4,11,153.999879
-14,29,154.240812
-4,11,154.357447
-5,8,154.445681
-6,5,154.517125
-7,8,154.598347
-7,8,154.681319
-7,4,154.731844
-6,11,154.840378
-4,9,154.95063
-8,11,155.049003
-4,13,155.172973
-7,8,155.283576
-5,10,155.405951
-4,7,155.494915
-5,6,155.569612
-4,7,155.665208
-7,14,155.799021
-8,13,155.902921
-7,14,156.068925
-6,7,156.149119
-5,6,156.230765
-3,8,156.332435
-6,5,156.398192
-6,9,156.495282
-8,9,156.591363
-7,4,156.643511
-7,8,156.716301
-8,9,156.793573
-7,14,156.908741
-5,10,157.040695
-7,8,157.130135
-3,8,157.232263
-7,18,157.403994
-3,8,157.494211
-8,3,157.533605
-5,8,157.621665
-5,8,157.70758
-5,14,157.855174
-9,2,157.886243
-7,6,157.949914
-9,2,157.979519
-6,11,158.099105
-7,4,158.150355
-9,6,158.199407
-8,5,158.248148
-7,6,158.309785
-8,7,158.371323
-3,8,158.469875
-5,6,158.541845
-2,13,158.675966
-7,6,158.735573
-6,5,158.795327
-1,10,158.920725
-8,15,159.043798
-6,5,159.105867
-5,6,159.177017
-4,11,159.28931
-7,8,159.36552
-1,10,159.500345
-4,7,159.591466
-7,6,159.668817
-6,7,159.73981
-5,12,159.873257
-6,13,160.009813
-8,3,160.05006
-6,11,160.159593
-8,11,160.257092
-4,9,160.354919
-7,10,160.445666
-5,18,160.611798
-9,2,160.641175
-4,7,160.723405
-6,7,160.79236
-7,4,160.84079
-7,10,160.926153
-7,8,161.006591
-6,7,161.0903
-4,11,161.20526
-14,29,161.469307
-7,6,161.542432
-7,8,161.632488
-5,8,161.719637
-9,16,161.872526
-7,6,161.931995
-3,8,162.027524
-6,7,162.102054
-5,8,162.191411
-4,7,162.293946
-7,10,162.390491
-8,5,162.442423
-6,13,162.587756
-6,13,162.711144
-8,3,162.750464
-10,7,162.814244
-6,9,162.902665
-6,7,162.971364
-4,11,163.093068
-5,8,163.186403
-6,13,163.304171
-4,9,163.397416
-6,5,163.454707
-7,10,163.546291
-7,4,163.595162
-3,10,163.717596
-8,5,163.781684
-10,13,163.896115
-6,5,163.956392
-5,6,164.027684
-4,9,164.127272
-9,4,164.174449
-4,15,164.327013
-8,11,164.421319
-7,8,164.493282
-7,10,164.571364
-6,9,164.6726
-7,10,164.766408
-6,13,164.876506
-6,5,164.936396
-8,3,164.977016
-4,9,165.073883
-4,7,165.15785
-5,12,165.271494
-3,8,165.364707
-6,9,165.445748
-9,2,165.474444
-6,5,165.53485
-8,3,165.574628
-1,12,165.706205
-4,7,165.787022
-9,2,165.817044
-5,10,165.909123
-7,8,165.983106
-6,5,166.04453
-9,10,166.129557
-3,12,166.250243
-13,12,166.343338
-3,10,166.446344
-6,7,166.528468
-7,8,166.619918
-2,13,166.766775
-6,11,166.869637
-6,11,166.969967
-5,6,167.043844
-6,5,167.101892
-3,12,167.217802
-9,6,167.267315
-8,3,167.306384
-3,8,167.400823
-3,8,167.496968
-4,7,167.608763
-8,3,167.666013
-4,15,167.811782
-7,12,167.922178
-8,3,167.963635
-5,6,168.030318
-9,18,168.156724
-6,7,168.240306
-6,5,168.304885
-8,13,168.418314
-8,17,168.553742
-8,7,168.614876
-4,11,168.724957
-6,5,168.784469
-7,6,168.851227
-8,9,168.928017
-4,11,169.05544
-6,5,169.118163
-7,4,169.168025
-6,5,169.226925
-7,6,169.29045
-8,3,169.330089
-6,13,169.451017
-6,5,169.509083
-7,4,169.559465
-3,10,169.690383
-7,8,169.771941
-6,5,169.838791
-7,16,169.978054
-7,6,170.053685
-9,8,170.114135
-5,8,170.195136
-8,15,170.336552
-5,12,170.444644
-4,7,170.527115
-7,6,170.584908
-6,7,170.67308
-4,9,170.7769
-5,6,170.856044
-6,7,170.937791
-6,5,170.996578
-5,8,171.091629
-7,4,171.143394
-6,15,171.264562
-5,10,171.358786
-2,9,171.468936
-6,5,171.527522
-7,8,171.622324
-7,8,171.696849
-2,11,171.81486
-6,9,171.89918
-6,7,171.976934
-9,6,172.036706
-4,7,172.123234
-6,13,172.228217
-4,7,172.30929
-5,6,172.384381
-7,16,172.508687
-2,11,172.64456
-7,6,172.719172
-6,11,172.81811
-5,10,172.924933
-5,6,172.991293
-3,16,173.141177
-6,9,173.22699
-6,9,173.308915
-6,7,173.378375
-5,20,173.562678
-9,2,173.595399
-8,13,173.694926
-7,8,173.769125
-5,8,173.887603
-2,11,174.017778
-5,6,174.090819
-6,7,174.163057
-8,3,174.205045
-12,13,174.304672
-9,8,174.369632
-8,7,174.432721
-7,6,174.496705
-3,12,174.62713
-5,8,174.722237
-1,10,174.839121
-8,19,174.994525
-5,16,175.133652
-6,7,175.205814
-8,5,175.255395
-6,11,175.360457
-7,4,175.411504
-8,9,175.483655
-10,15,175.583747
-6,9,175.678207
-6,7,175.752784
-8,19,175.908349
-2,9,176.016332
-7,8,176.09756
-9,14,176.219926
-5,6,176.29639
-7,16,176.420282
-9,14,176.532261
-10,13,176.640491
-4,7,176.72558
-8,15,176.835236
-5,8,176.920846
-4,11,177.027529
-9,12,177.121818
-7,6,177.193451
-7,8,177.280019
-7,10,177.366181
-7,12,177.49434
-8,13,177.600448
-7,6,177.675719
-6,11,177.777269
-7,6,177.851667
-11,16,177.963074
-6,7,178.049107
-6,9,178.13547
-9,8,178.210601
-10,19,178.331513
-8,3,178.373361
-2,11,178.505636
-7,4,178.556076
-5,10,178.651933
-6,7,178.727991
-7,4,178.781852
-8,9,178.856497
-4,11,178.959853
-6,5,179.023035
-6,5,179.084927
-4,7,179.177193
-6,15,179.310515
-9,14,179.404271
-7,6,179.464165
-4,11,179.584018
-6,7,179.65799
-6,7,179.736561
-1,10,179.853239
-4,9,179.972533
-14,21,180.099885
-4,9,180.189849
-8,19,180.377165
-6,13,180.500988
-7,8,180.589667
-6,11,180.69776
-11,16,180.845351
-12,17,180.956906
-6,11,181.060008
-3,8,181.161048
-5,18,181.337224
-6,9,181.434717
-6,7,181.506143
-7,4,181.555439
-5,8,181.639529
-3,12,181.768834
-9,14,181.888611
-7,4,181.940795
-8,15,182.050218
-6,7,182.142411
-8,11,182.227848
-5,8,182.330389
-4,9,182.424859
-8,3,182.465336
-3,10,182.572205
-5,6,182.64213
-7,6,182.712128
-3,8,182.811734
-5,6,182.883506
-3,8,182.984955
-5,6,183.056739
-5,8,183.133685
-5,8,183.21799
-4,9,183.308124
-6,13,183.43502
-9,6,183.489746
-4,9,183.581269
-8,9,183.709015
-5,6,183.783549
-7,8,183.867913
-9,16,183.992208
-7,8,184.062893
-7,16,184.229411
-9,14,184.362671
-1,14,184.50921
-6,5,184.575463
-6,11,184.66756
-10,19,184.835423
-8,17,184.956053
-7,12,185.059762
-4,13,185.17954
-5,10,185.286054
-9,10,185.358894
-6,7,185.431634
-7,8,185.505529
-8,7,185.575242
-7,4,185.623093
-8,15,185.747131
-7,4,185.797566
-4,9,185.896194
-9,22,186.047709
-4,9,186.141713
-4,7,186.222172
-7,10,186.310662
-8,3,186.350242
-6,7,186.432565
-6,5,186.492423
-13,20,186.627414
-5,12,186.74451
-9,2,186.773006
-8,11,186.876517
-8,7,186.956309
-3,10,187.064976
-8,5,187.121079
-6,5,187.179128
-9,20,187.314542
-5,18,187.473774
-6,7,187.547661
-9,16,187.673698
-21,28,187.819932
-7,4,187.868758
-9,18,188.013416
-6,9,188.116371
-9,2,188.145431
-7,4,188.197825
-11,22,188.365597
-7,6,188.424698
-5,8,188.506195
-7,6,188.577022
-6,5,188.634355
-8,11,188.73066
-7,16,188.852566
-6,9,188.935571
-8,19,189.087509
-6,9,189.192688
-10,3,189.234989
-6,11,189.332346
-8,7,189.394803
-6,5,189.458226
-7,4,189.507927
-5,6,189.579833
-8,11,189.677265
-7,8,189.762526
-2,15,189.912736
-7,8,189.982971
-5,6,190.049808
-6,5,190.110941
-5,8,190.209191
-7,4,190.257435
-4,11,190.365099
-4,9,190.461088
-8,5,190.512542
-5,6,190.582787
-6,9,190.668085
-6,17,190.807677
-6,9,190.91311
-4,15,191.049356
-5,10,191.143853
-7,4,191.190883
-5,6,191.262275
-4,7,191.342501
-4,13,191.477456
-6,11,191.597189
-3,12,191.720134
-4,9,191.823116
-7,4,191.874499
-7,6,191.934897
-8,7,192.005426
-11,20,192.154461
-7,4,192.206466
-3,8,192.305512
-8,7,192.373233
-8,9,192.464842
-6,9,192.55213
-6,7,192.627424
-9,4,192.669675
-10,19,192.853474
-3,10,192.962026
-6,15,193.090143
-10,19,193.238753
-8,3,193.279528
-3,8,193.383011
-4,7,193.472468
-10,11,193.581332
-3,8,193.676246
-6,17,193.812457
-5,10,193.916516
-6,5,193.97894
-5,8,194.061229
-5,6,194.133784
-8,3,194.17508
-3,10,194.288673
-6,5,194.347601
-9,2,194.377557
-5,8,194.462275
-15,22,194.590046
-7,8,194.664623
-1,10,194.801785
-7,8,194.892351
-3,16,195.049605
-9,18,195.182412
-7,4,195.232817
-6,9,195.319428
-9,14,195.43341
-7,4,195.484707
-6,9,195.56777
-10,17,195.733056
-7,4,195.781681
-5,8,195.882441
-8,13,195.991787
-6,13,196.117526
-3,8,196.21807
-6,5,196.276957
-7,6,196.338728
-6,9,196.428372
-7,8,196.499642
-9,2,196.529533
-4,11,196.64384
-4,9,196.738211
-6,11,196.848832
-4,7,196.928976
-6,7,197.011008
-7,4,197.060161
-4,7,197.143429
-2,11,197.261552
-6,9,197.344716
-6,7,197.423836
-6,9,197.505618
-4,11,197.612377
-6,11,197.714566
-8,9,197.788073
-10,15,197.915976
-3,10,198.023303
-7,4,198.074111
-1,10,198.202336
-6,17,198.343324
-6,5,198.400657
-7,6,198.459614
-10,17,198.583661
-6,7,198.651865
-3,12,198.771419
-1,10,198.893296
-6,11,199.003578
-5,8,199.092086
-9,6,199.146611
-7,4,199.214884
-5,6,199.293251
-1,12,199.453144
-2,9,199.562618
-9,14,199.668158
-3,12,199.791016
-8,9,199.878257
-7,6,199.942394
-4,13,200.068946
-5,6,200.143372
-1,12,200.282147
-4,11,200.402555
-7,16,200.520472
-4,7,200.603612
-5,6,200.678604
-5,6,200.751705
-5,6,200.826708
-8,19,200.997065
-5,10,201.09554
-5,6,201.169651
-7,10,201.266774
-6,13,201.378232
-5,8,201.460487
-5,8,201.553711
-5,20,201.749927
-2,13,201.885995
-8,5,201.935116
-5,8,202.017647
-5,10,202.123849
-3,10,202.229604
-2,15,202.39544
-5,8,202.477336
-3,16,202.644377
-4,9,202.745588
-6,9,202.845257
-5,10,202.945844
-1,14,203.109705
-5,8,203.199396
-8,3,203.238108
-7,14,203.358449
-5,8,203.447034
-7,6,203.525445
-4,13,203.659275
-5,6,203.73455
-5,8,203.821319
-9,6,203.876634
-6,7,203.948572
-6,7,204.03548
-5,6,204.115596
-7,10,204.223318
-6,7,204.300456
-4,9,204.398253
-5,6,204.473954
-2,9,204.596734
-7,4,204.651333
-5,8,204.750078
-3,12,204.879929
-8,15,205.001524
-5,6,205.076233
-5,8,205.160625
-6,7,205.236723
-6,7,205.31116
-5,6,205.391769
-7,14,205.514997
-5,16,205.663447
-5,8,205.75
-9,8,205.830578
-6,7,205.906686
-7,10,206.000005
-5,12,206.115371
-12,13,206.218749
-3,10,206.334188
-8,9,206.407316
-7,20,206.578005
-8,11,206.689992
-7,14,206.80392
-6,9,206.895447
-7,18,207.049603
-7,8,207.151459
-1,12,207.287904
-6,9,207.375246
-6,9,207.476149
-6,15,207.622297
-6,9,207.709635
-5,6,207.783496
-8,5,207.83958
-7,4,207.898027
-8,5,207.969646
-6,5,208.031306
-9,2,208.06307
-8,11,208.152473
-8,15,208.276277
-3,8,208.376113
-3,14,208.523039
-1,12,208.667569
-5,8,208.784249
-4,11,208.892453
-5,10,208.992867
-8,3,209.030765
-9,14,209.177499
-2,9,209.288534
-4,19,209.456016
-7,6,209.51886
-7,14,209.640224
-3,14,209.777828
-8,21,209.931402
-7,4,209.982849
-8,3,210.023074
-13,20,210.146419
-7,18,210.30479
-11,18,210.460206
-6,11,210.596665
-7,8,210.69584
-10,13,210.787026
-8,3,210.83118
-8,13,210.934344
-6,5,211.000435
-2,15,211.154899
-11,16,211.273293
-8,21,211.428903
-5,16,211.584983
-9,8,211.654833
-9,22,211.865279
-7,6,211.929454
-4,15,212.081386
-4,9,212.180406
-6,13,212.287275
-6,11,212.381293
-9,18,212.520972
-4,17,212.681571
-7,8,212.754778
-8,21,212.90553
-5,8,212.989878
-5,8,213.070407
-5,6,213.153639
-8,5,213.2112
-9,20,213.350399
-5,10,213.466971
-8,21,213.636888
-4,11,213.767818
-4,13,213.904671
-4,7,213.988413
-13,26,214.168194
-7,4,214.220546
-8,3,214.25925
-13,32,214.46361
-6,7,214.551411
-9,20,214.726274
-8,5,214.780698
-2,11,214.902751
-7,6,214.976796
-6,15,215.117886
-7,16,215.244909
-10,17,215.392703
-4,11,215.504835
-8,21,215.663535
-4,11,215.781439
-6,5,215.840208
-11,22,215.997233
-4,9,216.092077
-7,10,216.181126
-7,6,216.23876
-10,23,216.428662
-5,14,216.545893
-6,9,216.633503
-6,15,216.782503
-6,13,216.89569
-11,10,216.968638
0,13,217.11479
-1,14,217.269004
-5,12,217.394795
-4,9,217.488883
-5,10,217.580542
-4,7,217.662919
-7,6,217.733776
-6,11,217.833805
-9,2,217.862882
-10,13,217.967303
-11,24,218.134887
-9,16,218.26399
-4,11,218.368777
-8,13,218.476256
-9,4,218.528056
-6,5,218.590941
-5,16,218.72448
-9,2,218.754421
-1,12,218.907069
-4,13,219.050677
-6,5,219.1169
-8,15,219.233037
-1,10,219.357137
-9,20,219.515033
-8,3,219.554034
-7,4,219.605474
-8,7,219.667498
-6,15,219.797867
-6,9,219.895278
-7,14,220.021126
-6,13,220.133286
-8,21,220.31901
-7,6,220.380591
-6,17,220.521381
-5,8,220.604457
-4,11,220.721272
-3,8,220.822936
-7,14,220.969992
-6,11,221.084844
-5,6,221.155814
-6,7,221.235747
-7,6,221.298556
0,15,221.456913
-5,6,221.529715
-7,4,221.580268
-3,12,221.69578
-6,7,221.769677
-4,11,221.878858
-6,19,222.029315
-3,14,222.17499
-9,2,222.207696
-8,13,222.309619
-4,11,222.423165
-9,26,222.62639
-8,7,222.697407
-8,9,222.787957
-7,4,222.836596
-5,18,223.004694
-2,19,223.186673
-5,8,223.292241
-5,12,223.397513
-7,6,223.459889
-5,10,223.56562
0,15,223.724859
-2,13,223.86918
-6,9,223.966098
-1,12,224.112118
-9,8,224.189375
-8,23,224.39905
-7,4,224.449155
-2,11,224.569636
-12,13,224.664463
-8,23,224.87762
-7,8,224.952872
-6,7,225.026581
-5,8,225.117294
-6,11,225.220065
-9,12,225.306811
-6,9,225.406614
-4,7,225.490259
-7,4,225.540448
-3,14,225.672509
-6,5,225.734938
-1,12,225.865976
-6,5,225.923438
-4,19,226.11748
-6,15,226.235947
-8,3,226.274975
-2,13,226.422462
-5,12,226.542587
-2,13,226.679966
-11,22,226.823079
-6,7,226.898878
-5,6,226.973819
-7,12,227.103548
-5,6,227.175376
-2,9,227.281839
-3,16,227.434244
-3,12,227.573388
-4,15,227.739542
-9,18,227.893359
-3,8,227.989198
-5,10,228.078274
-6,17,228.222564
-5,8,228.317806
-6,7,228.396551
-6,7,228.47731
-6,9,228.581479
-5,10,228.6878
-7,4,228.738686
-6,9,228.827293
-6,5,228.890825
-5,10,228.991986
-4,15,229.134256
-10,29,229.367547
-4,7,229.449768
-3,18,229.611145
-4,7,229.695735
-5,12,229.819677
-4,7,229.900393
-2,11,230.043427
-1,12,230.176297
-6,9,230.266048
-3,8,230.360016
-11,28,230.54887
-9,4,230.591768
-6,11,230.691985
-4,13,230.839445
-6,17,230.989195
-4,9,231.094927
-2,9,231.201561
-4,17,231.367291
-17,26,231.520523
-8,3,231.561509
-4,7,231.64614
-4,9,231.740979
-4,9,231.835847
-8,5,231.887823
-6,5,231.94813
-2,19,232.130412
-6,15,232.284733
-4,7,232.364247
-5,6,232.438784
-16,25,232.631816
-3,16,232.789902
-8,3,232.831757
-6,9,232.918132
-2,11,233.046266
-2,9,233.162106
-4,15,233.312936
-8,17,233.520912
-7,10,233.6207
-5,8,233.705886
-7,4,233.758232
-3,10,233.875043
-2,13,234.018446
-9,2,234.049768
-7,8,234.1358
-6,5,234.196767
-7,18,234.394617
-7,22,234.573607
-8,19,234.729198
-10,21,234.919077
-4,15,235.057925
-9,24,235.231096
-2,9,235.341256
-6,19,235.513907
-2,11,235.665913
-4,15,235.822342
-6,11,235.947207
-10,25,236.119232
-4,15,236.26556
-5,8,236.348502
-12,21,236.47583
-5,10,236.571098
-8,3,236.609579
-4,7,236.688476
-3,10,236.791291
-9,16,236.92305
-6,13,237.029801
-6,17,237.173889
-4,13,237.293487
-8,7,237.359595
-10,23,237.553766
-4,7,237.645085
-5,14,237.815907
-2,11,237.941294
-4,9,238.034401
-2,17,238.200784
-8,13,238.312539
-7,18,238.460283
-7,4,238.510645
-7,12,238.615642
-9,4,238.667642
-7,4,238.716808
-8,9,238.835025
-3,12,238.962088
-7,22,239.149519
-3,10,239.262898
-4,9,239.35372
-3,10,239.470732
-5,14,239.616695
-4,9,239.71735
-4,13,239.838743
-6,9,239.921029
-6,5,239.98185
-6,13,240.106085
-10,5,240.154755
-12,23,240.328079
-2,13,240.470141
-6,9,240.554992
-7,6,240.614521
-7,10,240.698798
-6,7,240.767549
-6,9,240.85
-4,15,240.981438
-6,9,241.078576
-7,18,241.225418
-6,7,241.296879
-10,7,241.392355
-8,3,241.431908
-7,4,241.482417
-5,10,241.596465
-3,20,241.774093
-7,6,241.836969
1,12,241.983057
-5,8,242.067943
-6,7,242.143233
-3,10,242.252863
-6,17,242.423494
-5,10,242.537193
-3,10,242.652452
-5,12,242.758012
-3,10,242.876756
-7,16,243.017019
-5,18,243.209249
-7,6,243.285881
-5,6,243.356913
-6,7,243.423553
-7,8,243.500742
-7,6,243.563284
-3,12,243.695883
-3,8,243.795075
-5,8,243.876228
-7,4,243.924385
-7,8,243.994164
-7,8,244.070568
-4,13,244.194517
-7,8,244.282406
-7,10,244.394498
-8,7,244.468944
-4,11,244.595911
-7,10,244.68222
-2,9,244.789532
-6,11,244.89595
-7,4,244.947112
-7,6,245.013113
-9,2,245.046126
-3,10,245.175423
-7,10,245.260279
-4,11,245.375327
-5,6,245.447404
-4,9,245.540042
-5,6,245.611332
-7,8,245.696459
-3,10,245.824142
-7,6,245.886105
-4,9,245.977283
-9,18,246.12056
-4,11,246.238508
-5,10,246.360718
-7,4,246.408518
-7,4,246.458748
-6,7,246.54346
-8,13,246.650221
-7,4,246.702172
-4,15,246.869721
0,13,247.022668
-5,10,247.116441
-7,22,247.292532
-11,22,247.438714
-3,10,247.556149
-3,12,247.693338
-9,10,247.771875
-9,28,247.97739
-5,6,248.082295
0,19,248.282994
-6,17,248.434704
-6,9,248.515529
-3,18,248.688338
-5,16,248.869054
-4,7,248.951874
-7,12,249.046428
-10,15,249.169823
-7,8,249.259314
-4,7,249.341939
-4,11,249.461264
-3,8,249.556224
-5,6,249.622539
-5,8,249.704357
-4,7,249.78542
-4,7,249.871549
-6,15,250.025718
-5,16,250.166414
-9,2,250.195444
-7,6,250.256844
-6,17,250.39053
-9,20,250.541686
-5,12,250.670547
-5,6,250.745231
0,13,250.904035
-6,11,251.028829
-5,10,251.129988
-4,9,251.224309
-10,5,251.277113
-2,9,251.383386
-8,11,251.501775
-4,9,251.596927
-2,15,251.739706
-2,11,251.857189
-5,8,251.942163
-3,8,252.030796
-6,7,252.102614
-9,2,252.132495
-5,6,252.204822
-5,12,252.326762
-9,12,252.429714
-5,10,252.540382
-4,9,252.657604
-10,21,252.820766
-5,12,252.966214
-4,9,253.073471
-4,7,253.159649
-7,6,253.236523
-8,13,253.351394
-9,10,253.441764
-4,11,253.554804
-4,7,253.640074
-3,10,253.750742
-7,6,253.824377
-4,15,253.963334
-5,16,254.103278
-5,10,254.208191
-3,14,254.342831
-5,6,254.415439
-5,8,254.512001
-5,8,254.610023
-2,13,254.761678
-5,12,254.869737
-6,5,254.931896
-4,13,255.055103
-15,26,255.259455
-5,8,255.346645
-6,5,255.408968
-6,17,255.545817
-4,21,255.725382
-2,9,255.832049
-4,7,255.915091
-8,5,255.96677
-8,5,256.027445
-9,14,256.149137
-4,11,256.25803
-6,9,256.344082
-5,8,256.43638
-6,17,256.572722
-3,16,256.741028
-7,8,256.814239
-6,7,256.896489
-6,7,256.975211
-2,9,257.085681
-3,14,257.232788
-5,14,257.353796
-6,15,257.490166
-5,12,257.622449
-4,7,257.702784
-5,18,257.888812
-5,8,257.973438
-2,9,258.087883
-5,12,258.199668
-9,18,258.328945
-5,6,258.408271
-7,8,258.481718
-4,11,258.587218
-8,13,258.694247
-2,15,258.865194
-3,14,259.013663
-4,13,259.130638
-4,13,259.265806
-6,11,259.368541
-10,17,259.502254
-7,14,259.615329
-5,14,259.754662
-5,8,259.835845
-5,8,259.919429
-6,13,260.051844
-8,3,260.092476
-6,9,260.18471
-6,5,260.251428
-12,21,260.406825
-1,14,260.563828
-7,18,260.702308
-7,10,260.790634
-4,7,260.872416
-9,14,261.018726
-1,12,261.150839
-3,18,261.333239
-6,17,261.47132
-5,14,261.600731
-4,7,261.684105
-6,7,261.755129
-5,10,261.860823
-8,5,261.910315
-5,12,262.039563
-3,8,262.139474
-4,7,262.226494
-7,20,262.383476
-3,12,262.516163
-4,9,262.628919
-7,12,262.787535
-5,6,262.917129
-2,9,263.060703
-15,22,263.220447
-3,18,263.406902
-5,6,263.481291
-5,12,263.604881
-8,3,263.646429
-6,11,263.766142
-14,27,263.948902
-8,17,264.078003
-7,4,264.127329
-3,16,264.306845
-6,5,264.372248
-7,10,264.481455
-3,10,264.58787
-8,9,264.657297
-3,12,264.81619
-3,18,264.981032
-6,13,265.10984
-5,8,265.19709
-5,18,265.36033
-8,19,265.512657
-9,4,265.554549
-5,10,265.65761
-4,7,265.751517
-6,7,265.838698
-6,19,266.030194
-8,7,266.102972
-8,3,266.140636
-4,11,266.255199
-4,7,266.34023
-8,7,266.401798
-1,10,266.514134
-7,6,266.591038
-6,17,266.741198
-3,10,266.858027
-5,8,266.960647
-1,10,267.092534
-3,12,267.210141
-7,4,267.266843
-6,5,267.335072
-7,24,267.524788
-5,16,267.682641
-5,6,267.757371
-2,11,267.904459
-5,10,268.026095
-2,9,268.138046
-4,11,268.248761
-4,17,268.404183
-5,16,268.541451
-4,9,268.644245
-6,9,268.739803
-3,10,268.847263
-1,14,269.003989
-5,14,269.158302
-9,24,269.350568
-2,15,269.497334
-4,9,269.595936
-5,16,269.734195
0,11,269.867968
-8,3,269.908364
-7,14,270.013837
-3,8,270.103704
-6,9,270.192467
-7,14,270.301752
-7,6,270.360746
-6,11,270.466757
-8,3,270.505359
-6,5,270.566106
-5,20,270.758425
-1,10,270.871068
-5,6,270.942846
-5,6,271.015822
-6,5,271.076199
0,19,271.2977
-5,6,271.363251
-10,23,271.530839
-6,7,271.614213
-7,18,271.752762
-6,5,271.81002
-4,19,271.978213
-8,11,272.111086
-6,11,272.209835
-8,3,272.247686
-10,21,272.395712
-3,12,272.514866
1,12,272.663881
-1,14,272.860097
-6,5,272.917649
2,17,273.117524
-6,15,273.255084
-7,4,273.307907
-2,13,273.443188
-5,22,273.634282
-10,9,273.706033
-1,12,273.836218
-4,7,273.923701
-6,5,273.983921
-5,10,274.077859
-2,13,274.221274
-5,14,274.353652
-5,8,274.441871
-8,13,274.550953
-5,20,274.740969
-11,24,274.920927
-11,23,275.149818
-7,12,275.253159
-25,42,275.490154
-5,14,275.646626
-2,13,275.792088
-5,12,275.930112
-4,9,276.027505
-5,14,276.167508
-2,13,276.314602
-6,5,276.373734
-4,23,276.579731
-5,10,276.676216
-5,10,276.783193
-8,19,276.920157
-5,12,277.025952
-6,17,277.179279
-3,14,277.314001
-4,7,277.396136
-6,11,277.501729
-10,21,277.655992
-5,8,277.739854
-16,31,277.942602
-9,22,278.126606
0,15,278.284464
-7,6,278.343471
-9,14,278.44866
-8,3,278.48655
-6,11,278.590494
0,15,278.753597
-7,6,278.829338
-7,10,278.92745
-4,13,279.064564
-8,3,279.105341
-11,22,279.241179
-9,2,279.271032
-8,3,279.311651
-5,12,279.421946
-6,7,279.490722
-4,11,279.626277
-5,8,279.726613
-4,7,279.808979
-1,20,280.008144
-5,16,280.183482
-11,26,280.369137
-7,10,280.45255
-7,6,280.513887
-6,7,280.585494
-3,12,280.707332
-7,4,280.75752
-3,12,280.902655
-10,25,281.109425
-8,13,281.212818
-7,6,281.272958
-3,16,281.428967
-3,10,281.537879
-1,12,281.66604
-2,9,281.771405
-5,6,281.84104
-6,5,281.898397
-9,6,281.950955
-3,14,282.087103
-5,14,282.215973
-4,13,282.363221
-8,11,282.477843
-8,25,282.67825
-7,6,282.736874
-4,19,282.906259
-3,16,283.052026
-5,6,283.127114
-4,9,283.233945
-4,11,283.354159
-2,11,283.473888
-6,15,283.598056
-4,11,283.712417
