#{"t_start": 1589052117.7249138, "env_id": null}
r,l,t
27,51,1257.215192
29,51,1258.041756
32,51,1258.891066
32,51,1259.731038
32,51,1260.570171
32,51,1261.415784
29,51,1262.242178
32,51,1263.083832
29,51,1263.891614
32,51,1264.74093
32,51,1265.577934
29,51,1266.401702
32,51,1267.239705
29,51,1268.065006
32,51,1268.907213
29,51,1269.732714
32,51,1270.571671
32,51,1271.409588
29,51,1272.217514
29,51,1273.037954
29,51,1273.874504
26,51,1274.665699
32,51,1275.517496
29,51,1276.343383
29,51,1277.152657
29,51,1277.9836
32,51,1278.828791
29,51,1279.651791
32,51,1280.492629
32,51,1281.335801
29,51,1282.165546
29,51,1282.988772
32,51,1283.829986
32,51,1284.671993
32,51,1285.482363
32,51,1286.327685
32,51,1287.166329
32,51,1288.005965
29,51,1288.832037
32,51,1289.691028
32,51,1290.535483
32,51,1291.376987
29,51,1292.184241
29,51,1293.00779
32,51,1293.845561
32,51,1294.6882
32,51,1295.53186
32,51,1296.372011
32,51,1297.215283
29,51,1298.023255
32,51,1298.871048
32,51,1299.710515
32,51,1300.565729
29,51,1301.390632
32,51,1302.23525
32,51,1303.077148
29,51,1303.901774
29,51,1304.727754
29,51,1305.581842
32,51,1306.421015
29,51,1307.231913
32,51,1308.072283
32,51,1308.923444
29,51,1309.747106
32,51,1310.59313
29,51,1311.429789
32,51,1312.322058
32,51,1313.252635
29,51,1314.087872
32,51,1314.929429
29,51,1315.742115
32,51,1316.583823
32,51,1317.425517
29,51,1318.243229
30,51,1319.072276
32,51,1319.928844
32,51,1320.769023
29,51,1321.607044
29,51,1322.440132
32,51,1323.281877
29,51,1324.110042
29,51,1324.93981
32,51,1325.780191
29,51,1326.601339
32,51,1327.44306
29,51,1328.288481
32,51,1329.13133
32,51,1329.972249
32,51,1330.818026
29,51,1331.643794
29,51,1332.472676
29,51,1333.297359
30,51,1334.14567
32,51,1334.985156
32,51,1335.825145
29,51,1336.653192
29,51,1337.477803
29,51,1338.291911
32,51,1339.136123
32,51,1339.977973
29,51,1340.810187
29,51,1341.635101
29,51,1342.463008
32,51,1343.298258
26,51,1344.078368
29,51,1344.909077
31,51,1345.744775
32,51,1346.590174
29,51,1347.414667
32,51,1348.240732
29,51,1349.083767
29,51,1349.921146
32,51,1350.759737
26,51,1351.55486
29,51,1352.364799
29,51,1353.194572
29,51,1354.02093
29,51,1354.831466
29,51,1355.656478
32,51,1356.502435
32,51,1357.346565
32,51,1358.185396
32,51,1359.025925
27,51,1359.870487
32,51,1360.711939
32,51,1361.555896
29,51,1362.36631
26,51,1363.181512
32,51,1364.043469
29,51,1364.900495
32,51,1365.782261
26,51,1366.599052
32,51,1367.452496
29,51,1368.258598
30,51,1369.097117
29,51,1369.930557
29,51,1370.757186
32,51,1371.606125
32,51,1372.445067
32,51,1373.283689
32,51,1374.159222
32,51,1374.995638
29,51,1375.803459
32,51,1376.645218
27,51,1377.470934
32,51,1378.312791
32,51,1379.158052
32,51,1380.022013
32,51,1380.867305
29,51,1381.688808
32,51,1382.53307
29,51,1383.356875
29,51,1384.177635
32,51,1385.007191
32,51,1385.84532
26,51,1386.641452
32,51,1387.488709
32,51,1388.332339
29,51,1389.162298
32,51,1390.01415
29,51,1390.843055
29,51,1391.650943
29,51,1392.457671
29,51,1393.259606
32,51,1394.104862
29,51,1394.97147
29,51,1395.824646
32,51,1396.666074
32,51,1397.505183
32,51,1398.343293
29,51,1399.170785
29,51,1399.980671
32,51,1400.820173
29,51,1401.650053
29,51,1402.459138
32,51,1403.294344
32,51,1404.137161
32,51,1404.977357
32,51,1405.810394
32,51,1406.648812
29,51,1407.475738
32,51,1408.3095
30,51,1409.144287
32,51,1409.98345
32,51,1410.836075
29,51,1411.6639
29,51,1412.491567
32,51,1413.330101
32,51,1414.168483
29,51,1414.994024
30,51,1415.837331
32,51,1416.677053
29,51,1417.505138
29,51,1418.334708
29,51,1419.161464
29,51,1420.014369
32,51,1420.858697
32,51,1421.698927
29,51,1422.523049
29,51,1423.330626
32,51,1424.171781
29,51,1425.009143
32,51,1425.861772
32,51,1426.701806
32,51,1427.54612
29,51,1428.381778
32,51,1429.223015
31,51,1430.046585
-31,51,1430.238075
-31,51,1430.434886
-33,51,1430.627032
-35,51,1430.802171
-30,39,1431.00448
-3,8,1431.114109
-5,12,1431.244349
-4,15,1431.40383
-7,8,1431.479405
-7,12,1431.620614
-17,32,1431.866402
-6,5,1431.931143
-5,10,1432.057348
-20,25,1432.229682
-4,7,1432.31819
-5,14,1432.486984
-5,12,1432.622173
-11,42,1433.070348
-6,11,1433.176707
-9,20,1433.396218
-9,10,1433.487583
-6,5,1433.549823
-12,19,1433.695368
-22,36,1434.042736
-4,25,1434.31103
-7,17,1434.46023
-7,10,1434.581117
-12,11,1434.673842
-6,15,1434.856571
-12,28,1435.153964
-10,24,1435.380025
-7,19,1435.604474
-9,6,1435.660382
-8,11,1435.769047
-5,10,1435.890096
-11,6,1435.948034
-12,16,1436.083055
-6,7,1436.168238
-12,7,1436.240202
-8,9,1436.326501
-8,5,1436.38427
-8,7,1436.464892
-12,9,1436.554449
-11,12,1436.654727
-20,21,1436.834511
-12,23,1437.045133
-13,16,1437.223235
-2,28,1437.546923
-13,18,1437.683955
-11,10,1437.769341
-15,16,1437.881388
-12,15,1438.013551
-4,13,1438.178873
-16,22,1438.402939
-10,14,1438.566894
-8,9,1438.661015
-17,31,1438.93871
-10,5,1439.000251
-11,10,1439.084305
-8,9,1439.187906
-16,34,1439.480943
-10,9,1439.561839
-10,7,1439.625473
-10,13,1439.751249
-13,8,1439.816845
-9,18,1439.995659
-6,7,1440.081317
-9,8,1440.175219
2,30,1440.581816
-9,14,1440.717517
-8,9,1440.820493
-7,7,1440.903767
-10,13,1441.062751
-6,16,1441.21342
-3,23,1441.483175
-9,24,1441.788295
-7,8,1441.893925
-6,5,1441.958534
4,37,1442.512123
-4,13,1442.685702
-10,13,1442.826318
17,51,1443.585862
-4,15,1443.766163
-9,13,1443.920401
-5,6,1444.000038
-12,25,1444.225867
-7,25,1444.537483
-9,8,1444.619391
16,51,1445.449986
0,13,1445.632827
-1,21,1445.933039
25,51,1446.827238
-5,8,1446.942582
-30,51,1447.193563
-3,11,1447.332338
-7,12,1447.462544
10,51,1448.269447
-2,21,1448.538476
22,51,1449.301671
27,51,1450.408002
28,51,1451.137745
27,51,1451.973616
24,51,1452.807312
29,51,1453.565486
28,51,1454.183682
27,51,1454.946141
22,51,1455.767124
29,51,1456.508863
29,51,1457.349557
28,51,1458.243876
30,51,1459.111698
30,51,1459.987886
28,51,1460.849807
28,51,1461.702488
28,51,1462.452402
28,51,1463.304645
28,51,1464.060294
30,51,1464.813593
28,51,1465.568059
27,51,1466.303428
28,51,1467.040907
28,51,1467.793441
28,51,1468.5444
30,51,1469.409923
28,51,1470.025734
28,51,1470.641989
28,51,1471.404886
28,51,1472.070226
29,51,1472.69415
28,51,1473.425243
28,51,1474.286509
28,51,1475.162641
28,51,1475.924791
28,51,1476.670586
28,51,1477.446912
30,51,1478.221819
30,51,1478.998882
27,51,1479.757573
29,51,1480.616684
28,51,1481.437073
29,51,1482.138519
27,51,1482.879106
29,51,1483.722091
29,51,1484.372651
26,51,1485.196916
27,51,1485.932407
29,51,1486.800889
30,51,1487.652726
25,51,1488.494566
28,51,1489.31176
26,51,1490.130733
28,51,1490.954542
28,51,1491.775665
24,51,1492.559349
30,51,1493.332638
28,51,1494.156541
31,51,1494.981952
29,51,1495.82172
31,51,1496.676431
28,51,1497.506902
31,51,1498.357705
30,51,1499.190504
30,51,1499.992398
27,51,1500.795883
28,51,1501.63157
27,51,1502.445853
30,51,1503.282591
29,51,1504.088995
24,51,1504.890824
26,51,1505.678471
29,51,1506.486911
27,51,1507.299578
30,51,1508.153654
27,51,1508.866059
26,51,1509.628075
24,51,1510.420005
25,51,1511.237767
27,51,1512.054918
27,51,1512.873086
30,51,1513.697572
30,51,1514.540003
27,51,1515.358527
27,51,1516.153858
29,51,1516.981623
30,51,1517.826691
30,51,1518.68955
32,51,1519.54337
27,51,1520.35228
29,51,1521.164472
30,51,1521.991535
30,51,1522.843852
30,51,1523.681498
26,51,1524.459735
29,51,1525.283837
23,51,1526.0487
29,51,1526.876311
30,51,1527.724146
30,51,1528.558058
30,51,1529.423191
30,51,1530.256187
30,51,1531.084324
30,51,1531.932122
30,51,1532.778088
32,51,1533.622513
30,51,1534.464811
30,51,1535.310364
27,51,1536.127546
29,51,1536.9447
32,51,1537.785144
30,51,1538.633006
32,51,1539.480986
27,51,1540.303956
30,51,1541.148822
29,51,1541.958372
29,51,1542.7686
26,51,1543.545746
26,51,1544.331072
30,51,1545.166239
28,51,1546.007675
30,51,1546.859642
31,51,1547.677777
29,51,1548.482578
30,51,1549.321154
30,51,1550.17802
27,51,1550.989932
30,51,1551.826712
29,51,1552.645547
29,51,1553.461554
30,51,1554.299719
30,51,1555.145051
30,51,1555.964365
27,51,1556.78233
26,51,1557.571956
27,51,1558.398968
29,51,1559.219831
27,51,1560.034899
23,51,1560.797512
26,51,1561.601217
29,51,1562.412211
29,51,1563.222126
23,51,1563.971383
32,51,1564.80019
29,51,1565.600789
29,51,1566.411867
29,51,1567.237909
29,51,1568.040827
29,51,1568.785002
29,51,1569.569364
18,51,1570.261899
29,51,1571.071637
29,51,1571.885861
29,51,1572.6845
32,51,1573.456456
32,51,1574.232529
30,51,1574.996756
30,51,1575.790512
32,51,1576.628671
29,51,1577.360873
26,51,1578.153803
29,51,1578.891616
30,51,1579.720589
30,51,1580.566494
30,51,1581.28458
30,51,1582.00074
30,51,1582.73238
29,51,1583.557273
26,51,1584.338719
32,51,1585.175822
29,51,1585.994034
32,51,1586.819674
26,51,1587.594126
32,51,1588.428032
26,51,1589.223083
32,51,1590.06549
32,51,1590.907376
29,51,1591.722451
29,51,1592.552169
29,51,1593.359329
32,51,1594.196575
32,51,1595.034528
29,51,1595.859501
32,51,1596.70052
29,51,1597.505205
32,51,1598.354589
32,51,1599.19991
32,51,1600.050309
32,51,1600.901451
32,51,1601.737996
29,51,1602.561161
29,51,1603.385821
29,51,1604.210536
32,51,1605.050231
29,51,1605.873361
32,51,1606.720271
32,51,1607.557516
32,51,1608.413647
32,51,1609.257466
26,51,1610.072905
30,51,1610.923464
32,51,1611.757265
32,51,1612.596383
29,51,1613.421632
31,51,1614.252372
29,51,1615.059024
30,51,1615.888256
26,51,1616.672058
30,51,1617.520166
32,51,1618.358743
29,51,1619.194827
29,51,1620.022759
32,51,1620.865698
27,51,1621.693477
32,51,1622.53169
29,51,1623.370504
32,51,1624.212042
